interaction_id,user_id,job_id,event_type,timestamp,duration_sec,source,device
44,1788,2789,click,2026-02-25 06:33,249,search,desktop
45,4070,922,apply,2026-01-13 17:35,80,search,mobile
46,2122,886,apply,2026-01-11 10:32,262,search,desktop
47,5281,195,click,2026-04-20 10:09,105,email,tablet
48,5201,1903,save,2026-03-14 19:53,142,search,tablet
49,2043,1187,view,2026-04-06 22:07,137,recommendation,tablet
50,5323,2112,click,2026-04-11 17:54,44,search,desktop
51,5446,2684,click,2026-03-12 06:41,85,email,tablet
52,3967,678,save,2026-03-01 00:27,153,email,desktop
53,2873,2900,click,2026-04-21 03:37,43,email,desktop
54,1271,277,view,2026-03-10 00:59,126,direct,mobile
55,1698,2922,view,2026-01-16 07:59,59,search,desktop
56,4560,626,click,2026-03-10 13:18,182,direct,desktop
57,1901,701,click,2026-02-17 09:39,43,direct,desktop
58,3514,924,view,2026-04-23 01:53,70,search,desktop
59,4308,964,click,2026-02-06 16:13,124,email,tablet
60,3357,2103,click,2026-01-14 01:08,197,email,tablet
61,4374,1109,view,2026-04-25 17:15,132,search,desktop
62,5834,1688,click,2026-02-02 00:08,82,recommendation,mobile
63,1524,1967,apply,2026-03-09 22:14,156,recommendation,mobile
64,3593,2879,save,2026-03-22 12:36,247,email,tablet
65,3801,1946,save,2026-03-01 14:00,285,search,desktop
66,4095,2075,apply,2026-03-25 04:03,204,email,mobile
67,4963,1519,apply,2026-01-11 16:28,279,direct,tablet
68,2429,927,click,2026-03-04 12:24,43,search,tablet
69,1590,1914,save,2026-03-05 04:57,145,email,desktop
70,4428,218,click,2026-04-01 15:57,97,recommendation,tablet
71,5511,103,click,2026-03-29 19:18,251,search,desktop
72,5847,1172,apply,2026-04-18 00:59,181,search,desktop
73,4359,1871,save,2026-03-15 04:00,81,recommendation,desktop
74,3981,1647,view,2026-02-22 04:25,99,email,desktop
75,4319,518,save,2026-02-06 03:14,260,email,tablet
76,4785,1129,save,2026-01-31 12:27,294,direct,mobile
77,3176,2077,click,2026-01-29 06:34,267,recommendation,mobile
78,1873,2237,view,2026-04-03 12:44,195,search,desktop
79,1858,2301,apply,2026-02-26 11:14,132,email,tablet
80,3301,96,apply,2026-02-11 03:54,273,recommendation,desktop
81,4851,2731,click,2026-02-18 01:31,258,recommendation,mobile
82,5744,2531,view,2026-03-15 11:30,97,recommendation,tablet
83,5793,2214,view,2026-02-05 13:19,182,recommendation,mobile
84,4927,2034,apply,2026-03-13 04:19,195,search,mobile
85,4810,374,view,2026-02-01 08:01,200,recommendation,desktop
86,4874,1752,apply,2026-02-13 18:56,8,email,mobile
87,3192,2439,apply,2026-03-27 15:25,153,email,mobile
88,1450,442,save,2026-02-28 12:25,179,email,desktop
89,3060,1370,apply,2026-04-24 23:30,40,direct,tablet
90,1804,1127,view,2026-04-28 13:00,202,email,mobile
91,3825,2954,apply,2026-05-02 16:37,260,search,mobile
92,5917,1933,click,2026-03-10 01:38,73,email,desktop
93,3787,2793,save,2026-03-17 10:54,245,recommendation,desktop
94,1720,1083,click,2026-04-07 20:08,113,email,mobile
95,4705,1489,apply,2026-04-21 23:38,289,direct,mobile
96,2144,2626,apply,2026-01-15 11:23,145,direct,desktop
97,3966,380,apply,2026-02-05 23:11,73,recommendation,desktop
98,2099,2764,click,2026-03-09 01:29,284,recommendation,desktop
99,4349,1398,save,2026-03-17 16:49,106,direct,tablet
100,4336,2870,click,2026-03-05 14:24,83,email,tablet
101,3294,814,apply,2026-01-15 21:54,194,search,tablet
102,1522,1433,view,2026-01-19 12:52,135,email,desktop
103,4490,2576,apply,2026-02-21 00:11,120,direct,mobile
104,3148,2256,apply,2026-04-17 18:59,80,recommendation,mobile
105,4347,2364,click,2026-04-13 14:18,101,direct,mobile
106,3183,834,click,2026-01-26 17:03,194,recommendation,desktop
107,4459,2098,click,2026-04-05 04:02,50,email,tablet
108,1958,696,click,2026-02-26 18:54,151,direct,mobile
109,2990,1052,click,2026-02-01 03:04,99,direct,tablet
110,3529,2526,click,2026-03-02 10:49,263,recommendation,mobile
111,4725,1029,save,2026-02-21 21:19,265,direct,desktop
112,2767,2347,click,2026-02-07 02:35,76,search,tablet
113,4206,275,apply,2026-04-18 05:45,20,search,mobile
114,1111,564,click,2026-03-14 02:07,75,recommendation,tablet
115,1120,2377,save,2026-04-08 16:54,256,email,mobile
116,4992,1501,view,2026-01-22 21:16,41,recommendation,tablet
117,2028,1034,apply,2026-04-28 21:36,44,direct,desktop
118,2678,2509,apply,2026-02-09 20:20,27,direct,desktop
119,4544,330,save,2026-03-21 07:34,55,direct,desktop
120,4117,2983,apply,2026-02-26 23:02,46,search,mobile
121,5551,2610,click,2026-02-12 09:03,237,recommendation,tablet
122,3763,632,apply,2026-04-14 06:15,251,email,mobile
123,2560,188,save,2026-02-02 18:41,138,direct,desktop
124,3254,562,save,2026-04-17 13:27,231,recommendation,tablet
125,1019,2982,view,2026-01-13 14:34,112,direct,tablet
126,3600,2781,view,2026-02-21 04:14,58,recommendation,desktop
127,3837,1064,apply,2026-01-20 10:56,138,email,desktop
128,1923,13,apply,2026-01-23 09:03,85,recommendation,desktop
129,5978,1373,save,2026-04-27 04:12,89,email,tablet
130,3088,2682,save,2026-03-15 05:31,257,recommendation,tablet
131,5842,595,view,2026-04-02 15:17,71,recommendation,tablet
132,5265,2336,click,2026-02-12 21:30,290,search,mobile
133,1814,2645,view,2026-01-20 06:53,267,email,desktop
134,1977,1818,save,2026-02-28 00:15,165,recommendation,tablet
135,4670,2624,save,2026-03-01 11:45,75,search,tablet
136,5559,2405,apply,2026-03-23 14:44,81,direct,mobile
137,5228,1336,view,2026-02-15 12:56,48,email,desktop
138,3042,1424,view,2026-03-03 05:18,249,search,desktop
139,2688,976,click,2026-02-18 08:43,284,recommendation,tablet
140,5299,377,view,2026-03-05 17:31,142,recommendation,tablet
141,1177,2859,view,2026-04-30 07:09,30,recommendation,tablet
142,5324,2716,apply,2026-03-31 04:28,23,direct,tablet
143,4105,1657,save,2026-02-17 18:50,259,email,mobile
144,5541,1061,click,2026-04-16 12:52,48,email,tablet
145,1189,58,apply,2026-03-21 16:26,75,recommendation,desktop
146,5450,449,apply,2026-05-12 01:32,111,direct,tablet
147,5034,2385,save,2026-03-28 04:18,135,email,mobile
148,2250,539,save,2026-02-20 05:51,298,direct,desktop
149,3548,656,click,2026-05-10 17:58,263,email,tablet
150,2381,2014,apply,2026-02-01 17:45,66,recommendation,mobile
151,5852,2722,click,2026-02-14 14:27,82,direct,mobile
152,5635,364,save,2026-05-04 23:59,81,direct,tablet
153,1258,2210,view,2026-04-05 16:54,131,email,desktop
154,1142,1623,apply,2026-01-12 16:01,167,email,mobile
155,4956,2411,view,2026-04-11 07:48,241,search,desktop
156,4850,2572,view,2026-04-26 21:49,89,direct,tablet
157,2367,959,save,2026-01-15 15:43,215,recommendation,tablet
158,3671,1888,click,2026-04-18 06:37,199,email,desktop
159,3859,1608,save,2026-04-01 01:38,55,recommendation,mobile
160,2404,9,save,2026-03-10 06:28,244,search,tablet
161,5726,1147,view,2026-04-19 06:39,256,search,mobile
162,4937,1930,apply,2026-04-27 10:36,34,search,desktop
163,3077,2666,apply,2026-05-06 13:32,280,recommendation,mobile
164,2379,1823,click,2026-01-16 17:19,240,email,desktop
165,2417,2499,click,2026-02-19 05:48,96,direct,desktop
166,5048,975,click,2026-02-21 04:31,94,recommendation,mobile
167,5515,1186,save,2026-02-05 02:58,50,search,desktop
168,1238,2114,apply,2026-02-19 00:52,64,direct,desktop
169,5995,1133,click,2026-05-10 01:13,272,search,tablet
170,2809,768,save,2026-04-19 20:22,279,email,mobile
171,1839,2047,click,2026-03-18 12:33,46,email,tablet
172,3726,1676,apply,2026-02-18 03:04,73,search,mobile
173,2488,1067,save,2026-01-22 20:34,231,search,tablet
174,3886,1175,save,2026-01-15 22:47,198,search,tablet
175,5852,112,apply,2026-02-11 12:29,39,email,mobile
176,2953,1039,click,2026-02-13 09:00,255,recommendation,desktop
177,5831,2460,save,2026-04-29 10:59,67,recommendation,mobile
178,1119,1365,save,2026-04-14 14:25,276,email,tablet
179,1406,1075,click,2026-02-04 09:12,208,email,mobile
180,2602,2689,click,2026-03-20 11:28,293,search,tablet
181,1928,1225,apply,2026-04-20 05:41,291,search,tablet
182,1644,561,save,2026-03-14 22:10,278,recommendation,mobile
183,1373,1351,apply,2026-03-14 05:51,123,recommendation,tablet
184,1266,1720,apply,2026-03-31 01:19,215,direct,mobile
185,3809,1526,click,2026-04-04 23:21,129,email,desktop
186,3782,247,click,2026-02-04 16:11,46,email,mobile
187,3255,2970,save,2026-03-30 13:51,143,search,desktop
188,3087,2368,click,2026-03-12 03:37,27,recommendation,desktop
189,5637,256,apply,2026-02-27 07:44,291,search,desktop
190,1543,2714,apply,2026-03-26 16:12,107,email,desktop
191,3462,2728,view,2026-02-08 05:34,76,email,tablet
192,2984,2507,view,2026-03-29 23:30,61,email,tablet
193,5894,1569,click,2026-01-26 16:40,154,search,tablet
194,2062,1171,save,2026-02-11 02:48,251,search,tablet
195,3436,2333,save,2026-01-28 19:33,262,recommendation,tablet
196,1639,1349,click,2026-01-18 22:09,215,search,mobile
197,1265,1536,click,2026-03-03 01:30,230,email,mobile
198,3261,2320,save,2026-01-26 12:59,252,email,desktop
199,4820,1266,save,2026-02-19 23:16,111,recommendation,mobile
200,3634,2890,view,2026-04-14 00:57,153,direct,desktop
201,4914,2099,view,2026-03-09 08:59,120,recommendation,mobile
202,4258,1508,apply,2026-05-02 03:23,45,direct,mobile
203,3422,2820,apply,2026-03-14 15:09,162,recommendation,desktop
204,3577,2377,apply,2026-02-23 12:46,163,recommendation,desktop
205,2444,141,view,2026-03-12 01:58,62,search,desktop
206,2527,1013,view,2026-02-05 12:37,290,recommendation,tablet
207,4690,596,apply,2026-05-04 06:00,124,email,desktop
208,2610,508,apply,2026-03-07 10:41,97,recommendation,desktop
209,5020,993,apply,2026-01-29 22:14,223,search,tablet
210,4614,2258,apply,2026-02-06 04:40,57,direct,tablet
211,3184,1364,click,2026-03-04 07:08,129,recommendation,mobile
212,1761,2546,apply,2026-01-22 20:41,83,recommendation,mobile
213,1629,1651,save,2026-04-11 05:27,185,search,mobile
214,5509,294,view,2026-05-10 00:34,30,email,mobile
215,2493,1313,click,2026-03-02 03:31,9,email,desktop
216,4415,2563,apply,2026-01-28 10:19,173,recommendation,tablet
217,4256,2853,apply,2026-03-29 20:45,185,email,mobile
218,1553,2171,view,2026-03-02 06:45,165,email,desktop
219,3175,2138,apply,2026-04-11 20:07,252,search,tablet
220,2821,742,save,2026-01-30 04:16,18,search,mobile
221,5788,2053,save,2026-01-27 19:30,249,direct,mobile
222,5951,2882,view,2026-04-19 20:46,84,direct,desktop
223,2752,1123,view,2026-02-06 12:46,140,recommendation,desktop
224,2787,1329,view,2026-01-30 21:09,61,email,tablet
225,3870,952,apply,2026-01-19 13:29,47,email,tablet
226,2388,1146,click,2026-04-06 15:27,254,recommendation,desktop
227,4681,1819,click,2026-05-09 16:27,287,email,desktop
228,4126,279,view,2026-03-04 04:17,125,email,mobile
229,3807,2246,apply,2026-01-23 10:11,229,recommendation,desktop
230,2471,1405,apply,2026-03-20 01:33,295,direct,tablet
231,2332,1144,view,2026-03-03 00:44,158,email,desktop
232,2861,2929,apply,2026-04-20 20:52,83,search,mobile
233,5991,673,apply,2026-02-20 08:59,181,recommendation,tablet
234,1049,2047,view,2026-03-11 05:59,239,search,tablet
235,5291,377,save,2026-03-05 19:07,89,recommendation,desktop
236,5814,2864,click,2026-03-26 17:32,176,email,tablet
237,1765,1726,save,2026-04-02 23:25,213,direct,mobile
238,5021,939,click,2026-02-20 11:35,51,recommendation,tablet
239,1755,426,view,2026-04-27 11:51,21,search,mobile
240,5196,2628,view,2026-03-26 09:32,12,direct,mobile
241,3786,2030,click,2026-02-16 21:26,155,email,mobile
242,3073,2884,view,2026-04-20 03:13,232,recommendation,mobile
243,4746,1157,save,2026-03-12 00:47,76,direct,desktop
244,3117,1016,view,2026-04-27 14:30,90,recommendation,tablet
245,4653,1336,view,2026-02-26 11:57,73,direct,mobile
246,3088,2166,save,2026-02-24 18:03,106,direct,tablet
247,4905,620,apply,2026-04-28 09:47,226,direct,tablet
248,1603,2951,apply,2026-03-05 14:57,259,email,desktop
249,1971,352,save,2026-02-05 14:16,90,direct,tablet
250,3124,2348,save,2026-02-21 14:54,52,direct,tablet
251,1959,1979,view,2026-02-03 05:30,229,direct,tablet
252,3013,62,view,2026-04-27 08:52,188,direct,mobile
253,1084,1208,save,2026-04-23 22:43,47,search,mobile
254,3100,2714,click,2026-02-07 14:21,252,email,desktop
255,5016,1537,apply,2026-04-01 20:32,36,direct,desktop
256,4209,1168,save,2026-01-27 04:13,23,direct,mobile
257,1929,2104,view,2026-04-02 20:55,88,search,mobile
258,2303,2754,view,2026-02-25 06:39,51,direct,desktop
259,3357,1255,click,2026-03-24 07:36,120,email,mobile
260,5280,1321,click,2026-04-05 05:14,271,email,tablet
261,5601,2369,click,2026-02-12 12:55,50,recommendation,desktop
262,2146,1039,apply,2026-04-18 07:24,230,search,mobile
263,1549,2770,apply,2026-01-27 15:38,70,email,mobile
264,5466,2868,click,2026-02-14 15:49,259,direct,tablet
265,1819,70,click,2026-02-17 00:47,9,direct,tablet
266,3986,2080,click,2026-01-21 09:18,37,direct,tablet
267,3308,2547,view,2026-04-07 18:18,297,recommendation,desktop
268,2567,1222,apply,2026-05-10 19:07,55,search,tablet
269,3575,568,click,2026-02-08 16:35,126,direct,desktop
270,3591,990,save,2026-04-18 21:19,47,recommendation,desktop
271,3046,2921,apply,2026-03-04 18:06,221,email,mobile
272,2577,469,view,2026-04-07 17:51,116,recommendation,tablet
273,1477,2578,apply,2026-03-12 04:08,105,email,tablet
274,3262,25,apply,2026-04-10 19:35,197,search,tablet
275,5161,1274,view,2026-02-19 21:18,134,recommendation,mobile
276,2616,2212,apply,2026-05-04 06:14,171,email,mobile
277,2165,2195,view,2026-04-26 03:08,144,search,desktop
278,4182,1661,apply,2026-04-10 06:43,296,search,desktop
279,5685,56,apply,2026-03-03 00:22,117,recommendation,desktop
280,2024,1649,view,2026-02-06 15:47,107,search,mobile
281,3961,2262,click,2026-01-14 16:46,200,recommendation,tablet
282,3331,232,apply,2026-01-11 22:54,270,recommendation,desktop
283,4558,1737,view,2026-04-28 14:23,189,recommendation,tablet
284,4620,1655,apply,2026-02-28 13:03,235,direct,desktop
285,3322,849,click,2026-04-30 07:31,165,email,desktop
286,4072,1559,view,2026-03-03 05:40,237,recommendation,tablet
287,4851,1622,click,2026-04-18 20:34,162,search,tablet
288,5416,2942,view,2026-02-08 03:52,80,email,mobile
289,5042,2194,save,2026-04-17 15:28,127,email,mobile
290,2495,52,apply,2026-03-11 05:54,83,recommendation,tablet
291,5488,540,apply,2026-03-06 02:25,217,direct,desktop
292,4091,1923,view,2026-04-03 11:08,130,direct,desktop
293,5515,2239,apply,2026-03-06 06:49,264,direct,tablet
294,2606,2075,view,2026-01-24 01:05,141,direct,desktop
295,5017,1707,view,2026-02-19 01:24,53,recommendation,desktop
296,4347,2318,view,2026-04-21 18:03,200,search,desktop
297,4488,1239,view,2026-05-01 14:24,285,search,tablet
298,1337,473,click,2026-05-08 08:30,291,direct,tablet
299,5170,927,click,2026-04-21 09:38,223,direct,tablet
300,1711,1260,apply,2026-01-20 07:11,36,recommendation,mobile
301,2088,2094,apply,2026-02-02 09:50,48,recommendation,tablet
302,2162,501,save,2026-01-13 13:55,180,recommendation,desktop
303,2487,2843,save,2026-01-20 21:56,280,direct,mobile
304,2519,585,click,2026-05-02 14:38,183,search,desktop
305,3731,1888,view,2026-04-07 13:49,293,email,mobile
306,2301,1547,save,2026-04-25 11:46,272,direct,tablet
307,4704,212,save,2026-02-06 22:32,220,direct,desktop
308,4806,2446,view,2026-04-27 16:08,202,search,tablet
309,1817,2892,save,2026-03-13 16:48,75,recommendation,mobile
310,1710,1066,apply,2026-02-15 03:35,299,email,mobile
311,4351,1626,save,2026-04-17 23:40,205,direct,desktop
312,2794,2538,save,2026-01-16 20:25,248,email,desktop
313,4467,2116,click,2026-01-19 18:47,137,recommendation,desktop
314,4969,511,save,2026-02-17 19:37,225,direct,desktop
315,1332,66,view,2026-01-28 12:24,284,email,desktop
316,4525,1203,view,2026-04-13 18:16,229,direct,mobile
317,1606,1417,apply,2026-04-06 04:21,280,direct,mobile
318,3546,733,click,2026-02-13 00:19,101,direct,mobile
319,5343,508,apply,2026-02-02 22:34,133,recommendation,mobile
320,1287,2984,click,2026-05-05 17:09,44,recommendation,desktop
321,5942,490,click,2026-04-09 13:02,240,search,tablet
322,3007,2020,click,2026-03-01 11:54,255,recommendation,desktop
323,1376,2842,view,2026-02-01 01:22,128,recommendation,desktop
324,1050,1405,view,2026-02-12 21:05,49,search,mobile
325,5362,195,view,2026-02-18 12:36,123,direct,tablet
326,4823,2793,click,2026-01-11 20:49,40,direct,desktop
327,2497,531,apply,2026-01-19 19:25,291,email,mobile
328,1439,438,view,2026-01-20 01:37,63,recommendation,tablet
329,2664,1102,view,2026-03-15 13:37,140,recommendation,desktop
330,4253,1014,click,2026-01-13 14:21,295,recommendation,desktop
331,5203,1941,save,2026-03-26 08:26,171,email,tablet
332,5061,2210,apply,2026-02-20 06:55,228,recommendation,mobile
333,2924,2137,apply,2026-03-18 20:30,297,direct,tablet
334,3138,2581,click,2026-01-12 01:24,164,search,tablet
335,4633,1435,click,2026-01-14 05:46,222,direct,desktop
336,3966,900,apply,2026-04-25 01:53,8,recommendation,desktop
337,2868,1374,view,2026-05-04 14:50,35,recommendation,desktop
338,4969,1513,apply,2026-03-11 08:51,7,direct,tablet
339,4963,149,click,2026-02-02 03:25,251,email,desktop
340,3588,141,view,2026-02-17 20:54,288,recommendation,mobile
341,3254,2691,apply,2026-02-03 10:05,119,search,tablet
342,3208,1366,apply,2026-03-31 20:29,49,direct,mobile
343,4518,2029,click,2026-03-23 13:47,222,search,tablet
344,4210,2343,apply,2026-03-06 05:54,238,recommendation,tablet
345,4129,991,view,2026-03-05 00:21,118,search,mobile
346,3876,1089,click,2026-05-03 16:49,232,search,desktop
347,1411,1084,click,2026-04-21 00:25,29,direct,desktop
348,4443,84,apply,2026-04-10 04:17,140,direct,mobile
349,4817,2159,apply,2026-03-20 23:08,10,search,mobile
350,2604,426,click,2026-01-22 14:18,276,direct,tablet
351,1391,1889,apply,2026-03-23 15:13,185,recommendation,mobile
352,2677,2759,view,2026-04-23 11:10,266,email,desktop
353,2249,2367,apply,2026-04-08 12:59,116,direct,mobile
354,1934,839,save,2026-03-31 21:27,151,search,desktop
355,3194,2697,view,2026-03-21 08:30,171,email,tablet
356,5533,230,view,2026-02-04 13:48,263,direct,tablet
357,4977,1955,click,2026-02-04 12:07,238,recommendation,desktop
358,1227,1491,view,2026-02-03 03:41,107,email,mobile
359,3922,2303,click,2026-02-22 10:21,73,email,tablet
360,1501,215,view,2026-01-14 11:14,104,search,tablet
361,1338,130,apply,2026-04-10 22:55,44,direct,desktop
362,3841,2538,click,2026-03-15 22:50,167,search,mobile
363,1268,859,view,2026-05-10 17:35,176,direct,mobile
364,1060,511,click,2026-01-26 19:59,147,search,tablet
365,2284,978,save,2026-03-05 00:32,93,email,desktop
366,1687,1428,save,2026-02-12 02:21,52,email,tablet
367,2302,2102,save,2026-04-05 11:53,186,direct,tablet
368,1766,365,apply,2026-02-19 09:50,20,recommendation,mobile
369,2793,2140,apply,2026-03-03 16:50,40,search,tablet
370,5450,960,save,2026-02-08 10:10,169,recommendation,tablet
371,5017,2770,view,2026-04-23 10:58,9,email,mobile
372,3351,70,click,2026-03-09 20:17,58,search,desktop
373,3549,1219,click,2026-04-15 09:11,108,search,tablet
374,1411,137,view,2026-03-22 00:02,47,recommendation,tablet
375,1385,1063,view,2026-05-10 08:44,148,search,desktop
376,2901,889,view,2026-04-06 14:49,206,direct,mobile
377,1161,203,view,2026-03-21 19:42,200,search,tablet
378,1612,1284,save,2026-04-15 04:08,219,direct,desktop
379,4205,997,view,2026-01-29 06:05,154,email,mobile
380,2633,2976,apply,2026-04-26 02:03,9,recommendation,desktop
381,1612,2936,apply,2026-01-12 19:24,119,email,desktop
382,1986,2650,click,2026-03-17 22:31,219,recommendation,mobile
383,4920,2565,apply,2026-04-15 21:21,293,direct,mobile
384,4551,838,save,2026-01-22 08:56,111,email,mobile
385,2374,1873,apply,2026-04-08 12:47,24,direct,desktop
386,4242,1692,view,2026-01-13 10:53,213,email,desktop
387,3908,2908,click,2026-02-19 09:21,141,email,tablet
388,3766,284,apply,2026-03-17 20:31,157,recommendation,mobile
389,4935,983,save,2026-03-04 11:50,247,direct,mobile
390,1053,232,save,2026-02-21 20:48,280,recommendation,desktop
391,1341,1713,view,2026-01-19 12:12,62,recommendation,mobile
392,4781,640,save,2026-03-08 04:32,5,recommendation,mobile
393,4298,1198,apply,2026-01-14 04:42,71,recommendation,desktop
394,5240,1478,apply,2026-03-04 16:39,50,email,tablet
395,1066,1049,click,2026-02-21 22:53,277,search,tablet
396,5186,1762,apply,2026-03-12 18:49,7,email,desktop
397,4453,1106,click,2026-02-11 04:10,259,recommendation,mobile
398,4826,2713,view,2026-01-15 00:07,85,direct,tablet
399,2841,2321,view,2026-02-26 09:44,278,email,mobile
400,4928,1876,save,2026-03-15 06:43,204,recommendation,mobile
401,3363,2900,save,2026-01-28 03:39,190,recommendation,desktop
402,5510,1272,apply,2026-05-07 04:18,158,recommendation,desktop
403,1584,2174,apply,2026-02-17 13:02,30,email,desktop
404,1144,2014,apply,2026-03-07 12:25,121,email,tablet
405,1179,2484,view,2026-03-05 03:23,275,recommendation,desktop
406,1365,694,apply,2026-02-02 18:32,276,direct,tablet
407,1289,1315,apply,2026-04-14 04:54,234,direct,desktop
408,5584,451,view,2026-03-04 06:06,59,recommendation,mobile
409,4043,1798,save,2026-01-19 21:35,15,search,mobile
410,1803,1692,apply,2026-04-23 02:42,109,recommendation,mobile
411,5354,492,apply,2026-03-27 03:25,72,email,mobile
412,2208,2479,save,2026-01-15 00:01,83,email,mobile
413,4487,1201,save,2026-04-15 22:07,161,email,mobile
414,3449,1841,save,2026-04-28 10:12,108,email,desktop
415,1883,2198,click,2026-01-15 13:18,110,recommendation,mobile
416,2656,420,save,2026-04-27 00:35,173,email,tablet
417,5351,1805,apply,2026-05-06 13:13,164,direct,desktop
418,3157,243,view,2026-02-14 17:35,142,recommendation,desktop
419,4111,2770,click,2026-01-25 03:40,280,recommendation,mobile
420,2496,2620,view,2026-04-28 01:45,175,search,tablet
421,2530,1210,apply,2026-02-19 03:01,55,email,mobile
422,4356,892,save,2026-03-30 18:11,262,email,mobile
423,3311,1422,apply,2026-04-05 14:26,181,email,tablet
424,4744,2167,save,2026-03-09 17:11,44,direct,mobile
425,3485,1093,apply,2026-03-14 11:06,233,recommendation,mobile
426,1676,339,apply,2026-01-19 18:13,193,recommendation,mobile
427,3403,1333,click,2026-03-14 03:48,260,email,tablet
428,5076,403,click,2026-05-02 20:48,116,direct,tablet
429,2237,1681,view,2026-02-28 08:33,274,recommendation,tablet
430,4815,2598,click,2026-05-07 14:59,194,search,desktop
431,4616,1367,apply,2026-02-09 03:52,294,direct,desktop
432,2007,1076,view,2026-03-09 19:44,171,search,mobile
433,1807,2815,save,2026-02-24 17:53,131,search,tablet
434,4044,1978,view,2026-02-24 06:13,168,search,desktop
435,3186,1034,apply,2026-03-04 18:46,285,email,tablet
436,3082,805,apply,2026-02-04 17:31,47,search,tablet
437,5642,2855,apply,2026-01-17 21:06,186,email,mobile
438,1363,2050,save,2026-02-07 05:46,292,search,mobile
439,5689,2870,save,2026-04-28 10:41,148,direct,desktop
440,2008,2094,apply,2026-02-11 14:27,7,email,tablet
441,4166,719,apply,2026-04-19 22:02,97,email,mobile
442,3913,363,click,2026-01-28 19:59,26,search,desktop
443,3246,2484,apply,2026-04-28 23:01,226,email,mobile
444,2051,1315,save,2026-04-26 13:04,179,search,tablet
445,1928,2784,apply,2026-04-07 12:11,247,recommendation,tablet
446,4900,2610,apply,2026-04-02 02:13,299,recommendation,tablet
447,3904,2856,click,2026-03-27 00:58,240,email,tablet
448,4712,44,save,2026-02-03 17:20,236,search,tablet
449,4746,922,apply,2026-03-14 08:43,39,email,desktop
450,5383,2631,apply,2026-04-19 10:58,123,search,desktop
451,1038,2208,view,2026-02-23 00:40,102,recommendation,tablet
452,4458,852,save,2026-04-01 06:45,123,recommendation,desktop
453,5119,1985,apply,2026-05-10 06:33,73,search,mobile
454,3172,1048,apply,2026-01-23 20:35,222,search,tablet
455,4116,1563,save,2026-03-29 11:22,264,recommendation,tablet
456,1241,1953,save,2026-04-30 23:04,65,email,tablet
457,3899,1064,click,2026-04-23 13:04,246,email,mobile
458,3107,1983,apply,2026-01-15 01:04,222,search,mobile
459,4606,489,click,2026-02-22 17:39,288,recommendation,tablet
460,5843,521,view,2026-03-17 15:55,84,recommendation,tablet
461,3278,298,apply,2026-03-25 16:43,248,recommendation,tablet
462,4516,2266,view,2026-03-31 16:37,9,direct,mobile
463,2022,1887,save,2026-03-20 00:14,80,recommendation,mobile
