job_id,title,company,location,job_type,experience_level,skills,salary_min,salary_max,posted_date,status
28,DevOps Engineer,Accenture,Kolkata,Full-time,Mid,"React,Node.js,JS",499930,1439760,2026-01-06,Open
29,Data Scientist,Google,Pune,Hybrid,Junior,"Java,Spring,AWS",419576,942176,2026-02-24,Open
30,Frontend Developer,Razorpay,Mumbai,Remote,Senior,"Flutter,Firebase,Dart",515153,881042,2026-03-21,Closed
31,Frontend Developer,Microsoft,Mumbai,Hybrid,Junior,"Python,SQL,ML",719398,1338758,2026-04-02,Open
32,Frontend Developer,Wipro,Kolkata,Remote,Mid,"Docker,Kubernetes,CI/CD",826934,1277358,2026-01-20,Closed
33,Data Analyst,IBM,Chennai,Remote,Junior,"React,Node.js,JS",1104063,1611777,2026-04-04,Open
34,Full Stack Developer,TechMahindra,Hyderabad,Remote,Senior,"Cybersecurity,Networking,Linux",1492458,1988396,2026-02-11,Open
35,Cybersecurity Analyst,IBM,Bangalore,Remote,Junior,"Python,SQL,ML",479080,1605961,2026-02-24,Closed
36,Full Stack Developer,Razorpay,Bangalore,Internship,Mid,"Flutter,Firebase,Dart",537034,1710153,2026-03-15,Open
37,Data Analyst,Razorpay,Chennai,Full-time,Mid,"Flutter,Firebase,Dart",858969,1896991,2026-02-02,Closed
38,Data Scientist,Adobe,Pune,Internship,Junior,"Cybersecurity,Networking,Linux",630701,1180768,2026-03-06,Open
39,Cybersecurity Analyst,Flipkart,Delhi,Remote,Senior,"Cybersecurity,Networking,Linux",1609107,2239976,2026-01-07,Open
40,Cloud Engineer,Wipro,Delhi,Internship,Senior,"React,Node.js,JS",611456,1072682,2025-11-27,Open
41,Backend Engineer,Microsoft,Bangalore,Remote,Junior,"TensorFlow,MLOps,Python",817901,1259610,2026-01-29,Closed
42,Mobile Developer,Flipkart,Pune,Remote,Mid,"Java,Spring,AWS",1147665,1368733,2026-05-06,Closed
43,Cybersecurity Analyst,Amazon,Pune,Remote,Junior,"Cybersecurity,Networking,Linux",1772882,2399301,2026-01-23,Open
44,ML Engineer,Accenture,Hyderabad,Internship,Mid,"TensorFlow,MLOps,Python",718799,1208755,2026-04-30,Open
45,Data Analyst,Wipro,Hyderabad,Remote,Mid,"Docker,Kubernetes,CI/CD",971180,2077896,2026-01-21,Open
46,DevOps Engineer,Infosys,Delhi,Internship,Mid,"Python,SQL,ML",928575,1896805,2026-02-28,Open
47,Data Analyst,Amazon,Kolkata,Internship,Mid,"Python,SQL,ML",1753172,2663370,2026-01-31,Open
48,DevOps Engineer,Google,Bangalore,Full-time,Mid,"React,Node.js,JS",837673,1461171,2026-02-23,Closed
49,Data Analyst,TechMahindra,Bangalore,Hybrid,Senior,"React,Node.js,JS",1125021,2261574,2026-04-24,Open
50,Cloud Engineer,HCL,Chennai,Remote,Mid,"Docker,Kubernetes,CI/CD",1593369,2530656,2026-02-05,Closed
51,ML Engineer,Razorpay,Remote,Remote,Junior,"Java,Spring,AWS",1565137,2585308,2026-03-28,Closed
52,Full Stack Developer,Microsoft,Hyderabad,Internship,Senior,"Flutter,Firebase,Dart",654155,1360284,2026-01-07,Closed
53,Full Stack Developer,Wipro,Kolkata,Full-time,Junior,"Java,Spring,AWS",522257,862374,2025-12-14,Closed
54,Cybersecurity Analyst,IBM,Delhi,Full-time,Senior,"Java,Spring,AWS",1240141,2079001,2025-11-16,Open
55,Full Stack Developer,TCS,Pune,Remote,Mid,"Docker,Kubernetes,CI/CD",1153652,2094811,2026-04-19,Open
56,Data Scientist,Adobe,Kolkata,Remote,Junior,"React,Node.js,JS",917187,2074488,2026-02-19,Closed
57,Full Stack Developer,TCS,Bangalore,Remote,Junior,"Java,Spring,AWS",1355522,1834573,2026-01-15,Open
58,Data Analyst,IBM,Chennai,Remote,Mid,"Python,SQL,ML",1111973,1676263,2026-03-27,Open
59,Frontend Developer,Amazon,Pune,Full-time,Senior,"Docker,Kubernetes,CI/CD",1005243,1480846,2026-01-04,Closed
60,Cloud Engineer,Infosys,Hyderabad,Remote,Senior,"Docker,Kubernetes,CI/CD",927854,1614991,2026-04-07,Open
61,ML Engineer,Google,Kolkata,Internship,Mid,"Python,SQL,ML",616579,1512212,2026-01-30,Closed
62,Full Stack Developer,TCS,Chennai,Remote,Senior,"TensorFlow,MLOps,Python",811944,1718273,2026-02-17,Closed
63,ML Engineer,Amazon,Delhi,Internship,Mid,"Flutter,Firebase,Dart",1746095,2090377,2026-04-25,Open
64,DevOps Engineer,Amazon,Kolkata,Internship,Senior,"TensorFlow,MLOps,Python",1533935,1754000,2026-02-11,Closed
65,Data Scientist,Amazon,Bangalore,Full-time,Mid,"Cybersecurity,Networking,Linux",589296,1093510,2026-02-21,Open
66,Data Analyst,Accenture,Kolkata,Remote,Junior,"Java,Spring,AWS",345978,1314243,2025-12-21,Open
67,Cybersecurity Analyst,Wipro,Delhi,Internship,Senior,"Flutter,Firebase,Dart",1513545,2044600,2025-11-26,Open
68,Full Stack Developer,Google,Pune,Internship,Mid,"Cybersecurity,Networking,Linux",1006495,1758606,2026-01-07,Open
69,Frontend Developer,Flipkart,Kolkata,Remote,Senior,"Cybersecurity,Networking,Linux",653496,969608,2026-05-01,Open
70,Backend Engineer,Adobe,Hyderabad,Hybrid,Senior,"TensorFlow,MLOps,Python",1430286,2269140,2025-12-08,Closed
71,Data Analyst,Accenture,Hyderabad,Remote,Senior,"Python,SQL,ML",1033717,2165471,2026-02-08,Closed
72,Full Stack Developer,TechMahindra,Chennai,Remote,Junior,"Flutter,Firebase,Dart",1717151,2703599,2026-04-25,Closed
73,ML Engineer,Google,Kolkata,Remote,Senior,"Cybersecurity,Networking,Linux",806045,1590857,2026-02-23,Closed
74,DevOps Engineer,Razorpay,Delhi,Internship,Junior,"React,Node.js,JS",1537964,1944240,2026-02-26,Open
75,Cloud Engineer,Adobe,Delhi,Hybrid,Mid,"Docker,Kubernetes,CI/CD",1202231,2390640,2026-04-26,Open
76,Mobile Developer,Flipkart,Hyderabad,Remote,Junior,"TensorFlow,MLOps,Python",990150,2168959,2026-02-03,Closed
77,Mobile Developer,Razorpay,Remote,Remote,Mid,"Python,SQL,ML",1708784,1969114,2026-04-23,Closed
78,Cybersecurity Analyst,Flipkart,Hyderabad,Hybrid,Senior,"Flutter,Firebase,Dart",1442702,1807933,2026-01-12,Open
79,DevOps Engineer,Adobe,Bangalore,Internship,Mid,"TensorFlow,MLOps,Python",335752,1010205,2026-01-05,Open
80,Data Scientist,TCS,Kolkata,Hybrid,Mid,"Cybersecurity,Networking,Linux",1340653,1752793,2026-02-06,Open
81,DevOps Engineer,Amazon,Kolkata,Hybrid,Senior,"TensorFlow,MLOps,Python",521661,1219964,2025-11-16,Closed
82,Full Stack Developer,Flipkart,Delhi,Hybrid,Junior,"Flutter,Firebase,Dart",709637,1751687,2025-12-21,Open
83,Full Stack Developer,Microsoft,Hyderabad,Hybrid,Mid,"Docker,Kubernetes,CI/CD",1700562,2311355,2025-12-16,Closed
84,Cloud Engineer,Google,Hyderabad,Hybrid,Senior,"Docker,Kubernetes,CI/CD",1028261,2221594,2026-01-17,Closed
85,Full Stack Developer,TCS,Mumbai,Remote,Junior,"React,Node.js,JS",1648848,1986251,2025-11-27,Open
86,ML Engineer,Wipro,Remote,Remote,Junior,"TensorFlow,MLOps,Python",562390,1590488,2026-04-19,Closed
87,Cybersecurity Analyst,Microsoft,Remote,Internship,Senior,"Docker,Kubernetes,CI/CD",1791527,2653913,2026-02-01,Closed
88,Data Analyst,Amazon,Kolkata,Hybrid,Mid,"Python,SQL,ML",1725617,2653694,2025-12-27,Open
89,Cloud Engineer,Amazon,Chennai,Hybrid,Junior,"TensorFlow,MLOps,Python",1713987,2894038,2026-01-22,Open
90,Cybersecurity Analyst,Razorpay,Mumbai,Full-time,Junior,"Cybersecurity,Networking,Linux",1628765,2430926,2026-01-08,Closed
91,ML Engineer,HCL,Delhi,Hybrid,Junior,"Docker,Kubernetes,CI/CD",1179067,2375862,2026-04-30,Open
92,Cybersecurity Analyst,TCS,Kolkata,Internship,Mid,"TensorFlow,MLOps,Python",547262,783792,2026-01-26,Closed
93,Cloud Engineer,HCL,Chennai,Internship,Junior,"Cybersecurity,Networking,Linux",1307491,1677946,2026-03-28,Closed
94,ML Engineer,TCS,Kolkata,Internship,Mid,"React,Node.js,JS",736155,1452190,2026-01-25,Open
95,Data Scientist,Infosys,Kolkata,Remote,Senior,"Flutter,Firebase,Dart",564920,1695611,2025-12-06,Closed
96,Cloud Engineer,TCS,Mumbai,Remote,Senior,"Python,SQL,ML",631248,1273855,2025-11-30,Closed
97,Data Scientist,TCS,Pune,Internship,Senior,"Cybersecurity,Networking,Linux",1796370,2487821,2025-12-13,Closed
98,DevOps Engineer,TCS,Kolkata,Hybrid,Mid,"Python,SQL,ML",1738126,2312225,2026-01-08,Open
99,Data Scientist,Flipkart,Kolkata,Hybrid,Junior,"TensorFlow,MLOps,Python",1036509,1280730,2026-02-17,Open
100,DevOps Engineer,Amazon,Mumbai,Remote,Senior,"Flutter,Firebase,Dart",405020,638110,2026-01-02,Closed
101,Mobile Developer,IBM,Pune,Internship,Junior,"Cybersecurity,Networking,Linux",1419810,2524364,2026-04-10,Open
102,Data Analyst,HCL,Mumbai,Remote,Senior,"Docker,Kubernetes,CI/CD",338661,1345291,2026-02-23,Open
103,Backend Engineer,Accenture,Bangalore,Full-time,Senior,"Flutter,Firebase,Dart",922651,1408009,2026-05-12,Open
104,Backend Engineer,Infosys,Kolkata,Remote,Junior,"Python,SQL,ML",898170,2089417,2026-01-05,Open
105,Data Analyst,Flipkart,Remote,Full-time,Senior,"Cybersecurity,Networking,Linux",888419,1963559,2025-11-22,Open
106,Data Analyst,Wipro,Hyderabad,Full-time,Mid,"Docker,Kubernetes,CI/CD",1325388,2165646,2026-04-15,Open
107,DevOps Engineer,Flipkart,Mumbai,Internship,Mid,"Cybersecurity,Networking,Linux",793275,1035973,2026-02-08,Open
108,Frontend Developer,Flipkart,Kolkata,Hybrid,Senior,"Cybersecurity,Networking,Linux",1714214,2577156,2025-11-18,Open
109,Data Analyst,TechMahindra,Pune,Internship,Junior,"Cybersecurity,Networking,Linux",771135,1413552,2026-05-03,Closed
110,Data Scientist,Wipro,Hyderabad,Internship,Junior,"Flutter,Firebase,Dart",432038,1350162,2025-11-15,Closed
111,Cybersecurity Analyst,Flipkart,Chennai,Hybrid,Mid,"TensorFlow,MLOps,Python",351367,1467310,2026-03-24,Closed
112,Frontend Developer,TechMahindra,Delhi,Remote,Junior,"Cybersecurity,Networking,Linux",1410791,2184445,2025-11-21,Open
113,Cloud Engineer,Microsoft,Bangalore,Remote,Senior,"Flutter,Firebase,Dart",845405,1775477,2026-02-24,Open
114,DevOps Engineer,HCL,Hyderabad,Remote,Mid,"Docker,Kubernetes,CI/CD",951692,1478489,2026-01-23,Closed
115,Cybersecurity Analyst,Flipkart,Pune,Full-time,Junior,"React,Node.js,JS",487356,1558861,2026-03-13,Open
116,Data Scientist,TCS,Remote,Remote,Junior,"Python,SQL,ML",1601393,2193039,2026-03-24,Open
117,Mobile Developer,HCL,Bangalore,Remote,Junior,"Docker,Kubernetes,CI/CD",514643,1125758,2025-11-22,Closed
118,Mobile Developer,Accenture,Hyderabad,Full-time,Senior,"React,Node.js,JS",1723262,1958801,2025-12-29,Open
119,Cybersecurity Analyst,Infosys,Delhi,Hybrid,Senior,"TensorFlow,MLOps,Python",1725075,1989892,2026-04-20,Closed
120,Cloud Engineer,Wipro,Hyderabad,Internship,Junior,"Java,Spring,AWS",1695452,2833426,2026-04-09,Open
121,Mobile Developer,IBM,Bangalore,Hybrid,Junior,"Docker,Kubernetes,CI/CD",483568,1272177,2026-03-15,Open
122,Full Stack Developer,Razorpay,Kolkata,Hybrid,Mid,"Docker,Kubernetes,CI/CD",464012,1466152,2026-03-26,Open
123,Backend Engineer,Adobe,Kolkata,Hybrid,Senior,"Python,SQL,ML",875903,1188595,2025-11-14,Open
124,Frontend Developer,Infosys,Hyderabad,Hybrid,Senior,"TensorFlow,MLOps,Python",1382762,1910174,2025-12-03,Open
125,DevOps Engineer,IBM,Pune,Hybrid,Mid,"Cybersecurity,Networking,Linux",634726,1024840,2026-03-06,Open
126,Frontend Developer,Amazon,Pune,Internship,Junior,"Python,SQL,ML",1138790,1791904,2025-12-12,Closed
127,DevOps Engineer,Adobe,Kolkata,Full-time,Senior,"React,Node.js,JS",1107304,2042326,2025-12-20,Open
128,Mobile Developer,TechMahindra,Hyderabad,Hybrid,Junior,"React,Node.js,JS",1030801,2073488,2026-04-23,Open
129,Backend Engineer,Microsoft,Mumbai,Remote,Senior,"Python,SQL,ML",1785522,2491613,2026-02-13,Open
130,Data Scientist,Adobe,Bangalore,Remote,Junior,"Cybersecurity,Networking,Linux",1373209,1756584,2026-01-17,Open
131,Frontend Developer,Google,Mumbai,Internship,Senior,"Flutter,Firebase,Dart",1403689,2122131,2026-02-23,Closed
132,DevOps Engineer,Wipro,Bangalore,Hybrid,Mid,"Python,SQL,ML",711565,1068384,2026-03-16,Closed
133,Mobile Developer,IBM,Pune,Hybrid,Mid,"Python,SQL,ML",1062987,1859324,2026-01-06,Open
134,Cybersecurity Analyst,Wipro,Bangalore,Hybrid,Senior,"Docker,Kubernetes,CI/CD",1305538,2388513,2025-12-16,Open
135,Cloud Engineer,Wipro,Hyderabad,Internship,Mid,"Python,SQL,ML",445762,1409648,2026-03-27,Closed
136,Cloud Engineer,TCS,Kolkata,Remote,Junior,"Cybersecurity,Networking,Linux",449586,1051100,2026-01-05,Open
137,DevOps Engineer,TCS,Bangalore,Internship,Mid,"React,Node.js,JS",616817,968807,2026-04-18,Open
138,Data Scientist,Adobe,Chennai,Internship,Junior,"Cybersecurity,Networking,Linux",1420929,1837436,2025-12-15,Open
139,ML Engineer,Accenture,Hyderabad,Internship,Senior,"Cybersecurity,Networking,Linux",937192,1881082,2026-03-08,Open
140,ML Engineer,TCS,Hyderabad,Internship,Junior,"Python,SQL,ML",991061,2031149,2026-01-09,Open
141,Cybersecurity Analyst,Razorpay,Pune,Remote,Junior,"TensorFlow,MLOps,Python",467087,908638,2026-01-17,Closed
142,Data Scientist,Microsoft,Pune,Internship,Senior,"Docker,Kubernetes,CI/CD",452769,873368,2025-11-22,Closed
143,Data Scientist,TechMahindra,Bangalore,Full-time,Senior,"Docker,Kubernetes,CI/CD",1357650,2497744,2025-11-21,Closed
144,DevOps Engineer,Wipro,Remote,Remote,Senior,"Python,SQL,ML",1593148,2240787,2025-12-08,Closed
145,Mobile Developer,Wipro,Mumbai,Internship,Senior,"TensorFlow,MLOps,Python",1411224,2432193,2026-04-26,Open
146,DevOps Engineer,TCS,Chennai,Full-time,Senior,"Docker,Kubernetes,CI/CD",1397797,1936115,2025-12-03,Closed
147,Mobile Developer,HCL,Hyderabad,Hybrid,Mid,"Java,Spring,AWS",824844,1588104,2026-03-30,Open
148,DevOps Engineer,Infosys,Pune,Hybrid,Senior,"TensorFlow,MLOps,Python",730293,1203130,2025-11-26,Closed
149,Frontend Developer,Infosys,Pune,Full-time,Mid,"Python,SQL,ML",994799,2153596,2026-05-12,Closed
150,Mobile Developer,Google,Hyderabad,Hybrid,Senior,"Cybersecurity,Networking,Linux",873454,1634893,2025-12-02,Closed
151,Data Analyst,TechMahindra,Bangalore,Remote,Senior,"React,Node.js,JS",902759,1809731,2026-02-15,Closed
152,Cloud Engineer,Razorpay,Mumbai,Internship,Senior,"Cybersecurity,Networking,Linux",1347356,2453468,2025-12-23,Open
153,Data Analyst,Adobe,Chennai,Hybrid,Junior,"React,Node.js,JS",1243605,2276067,2026-03-03,Closed
154,Frontend Developer,Infosys,Hyderabad,Remote,Junior,"Python,SQL,ML",1399005,1682569,2025-12-08,Closed
155,DevOps Engineer,Flipkart,Chennai,Full-time,Mid,"TensorFlow,MLOps,Python",835716,1854574,2025-11-16,Open
156,Frontend Developer,Flipkart,Delhi,Full-time,Senior,"TensorFlow,MLOps,Python",1759280,2320994,2026-05-08,Closed
157,DevOps Engineer,Microsoft,Mumbai,Full-time,Senior,"Flutter,Firebase,Dart",398899,1261933,2026-02-05,Closed
158,Backend Engineer,Google,Bangalore,Remote,Senior,"Docker,Kubernetes,CI/CD",1507800,2622549,2026-04-26,Open
159,DevOps Engineer,HCL,Delhi,Internship,Mid,"React,Node.js,JS",540330,1242379,2026-03-05,Closed
160,Cybersecurity Analyst,Google,Bangalore,Remote,Senior,"Flutter,Firebase,Dart",1273160,1598302,2026-02-26,Closed
161,Cybersecurity Analyst,Infosys,Remote,Hybrid,Junior,"Java,Spring,AWS",716860,1637796,2025-12-27,Open
162,DevOps Engineer,Google,Mumbai,Hybrid,Junior,"React,Node.js,JS",639499,1600635,2026-03-25,Open
163,Data Analyst,TechMahindra,Mumbai,Hybrid,Junior,"React,Node.js,JS",445082,1592262,2026-03-11,Open
164,Cybersecurity Analyst,Google,Mumbai,Hybrid,Junior,"Docker,Kubernetes,CI/CD",878518,1513987,2025-12-06,Closed
165,ML Engineer,Accenture,Remote,Remote,Mid,"Cybersecurity,Networking,Linux",1456852,2198434,2026-04-02,Open
166,Cybersecurity Analyst,Razorpay,Hyderabad,Hybrid,Junior,"Docker,Kubernetes,CI/CD",945961,1387119,2026-04-14,Closed
167,Mobile Developer,Flipkart,Delhi,Hybrid,Mid,"Flutter,Firebase,Dart",1609785,2255922,2026-03-18,Open
168,Data Scientist,Google,Delhi,Remote,Mid,"TensorFlow,MLOps,Python",1392517,1866011,2026-01-30,Closed
169,DevOps Engineer,Microsoft,Bangalore,Remote,Mid,"TensorFlow,MLOps,Python",1077976,2005408,2025-12-11,Closed
170,ML Engineer,Wipro,Chennai,Remote,Senior,"React,Node.js,JS",613510,1170095,2026-05-11,Open
171,Full Stack Developer,Razorpay,Pune,Full-time,Senior,"React,Node.js,JS",454018,756822,2025-12-18,Open
172,Backend Engineer,Infosys,Bangalore,Hybrid,Mid,"Flutter,Firebase,Dart",335830,1500758,2025-11-28,Closed
173,Backend Engineer,Accenture,Chennai,Remote,Senior,"Python,SQL,ML",1238324,2367549,2026-01-28,Open
174,Data Analyst,TCS,Hyderabad,Internship,Senior,"Cybersecurity,Networking,Linux",459844,1231394,2026-01-22,Closed
175,Data Analyst,IBM,Mumbai,Full-time,Mid,"Flutter,Firebase,Dart",424176,1347959,2026-04-23,Closed
176,Cloud Engineer,Razorpay,Chennai,Hybrid,Junior,"React,Node.js,JS",397339,908029,2026-04-12,Closed
177,DevOps Engineer,TCS,Kolkata,Internship,Junior,"React,Node.js,JS",1531425,2213749,2025-12-29,Closed
178,ML Engineer,Google,Kolkata,Remote,Senior,"Python,SQL,ML",1043711,1669854,2026-03-26,Open
179,Frontend Developer,Razorpay,Pune,Full-time,Junior,"Cybersecurity,Networking,Linux",1003817,1357756,2025-12-21,Open
180,Frontend Developer,Google,Bangalore,Hybrid,Junior,"Python,SQL,ML",1421083,2222889,2026-04-03,Closed
181,Data Scientist,Amazon,Hyderabad,Hybrid,Mid,"Cybersecurity,Networking,Linux",480098,1320183,2025-12-03,Closed
182,Mobile Developer,Flipkart,Pune,Internship,Junior,"Python,SQL,ML",1700348,1954119,2025-12-12,Closed
183,Cloud Engineer,Flipkart,Mumbai,Hybrid,Junior,"Java,Spring,AWS",1261964,2066673,2025-11-29,Closed
184,Full Stack Developer,Wipro,Mumbai,Hybrid,Mid,"Cybersecurity,Networking,Linux",874230,1414863,2026-03-21,Closed
185,ML Engineer,Infosys,Bangalore,Internship,Senior,"Python,SQL,ML",735709,1196065,2026-03-04,Closed
186,Data Analyst,HCL,Pune,Internship,Mid,"Flutter,Firebase,Dart",507816,1107474,2026-03-28,Closed
187,Data Scientist,TCS,Pune,Full-time,Senior,"Java,Spring,AWS",818943,1800000,2026-05-09,Open
188,Backend Engineer,IBM,Mumbai,Internship,Junior,"Docker,Kubernetes,CI/CD",527773,821904,2025-11-24,Open
189,DevOps Engineer,TCS,Delhi,Remote,Mid,"Docker,Kubernetes,CI/CD",1422777,2141866,2026-01-26,Open
190,Cloud Engineer,Infosys,Delhi,Internship,Senior,"Flutter,Firebase,Dart",1244942,1491527,2026-01-11,Open
191,Mobile Developer,TCS,Delhi,Internship,Mid,"React,Node.js,JS",1256174,2194231,2026-02-19,Closed
192,Backend Engineer,Wipro,Pune,Hybrid,Mid,"Cybersecurity,Networking,Linux",851008,1499814,2026-01-29,Closed
193,Cybersecurity Analyst,Razorpay,Delhi,Full-time,Senior,"Python,SQL,ML",374613,633744,2025-11-28,Open
194,Cybersecurity Analyst,Google,Mumbai,Full-time,Mid,"Python,SQL,ML",1098177,1411286,2026-02-25,Open
195,Mobile Developer,IBM,Delhi,Full-time,Junior,"Java,Spring,AWS",1440994,2465415,2026-01-02,Closed
196,Data Scientist,Adobe,Delhi,Remote,Senior,"Java,Spring,AWS",1002869,1658717,2026-03-04,Closed
197,Mobile Developer,Flipkart,Remote,Remote,Mid,"Java,Spring,AWS",1553113,2653459,2026-01-23,Open
198,DevOps Engineer,Infosys,Bangalore,Full-time,Senior,"Java,Spring,AWS",636466,1094328,2026-04-08,Open
199,DevOps Engineer,Infosys,Hyderabad,Hybrid,Junior,"Docker,Kubernetes,CI/CD",1584232,1811806,2026-01-22,Open
200,DevOps Engineer,Wipro,Bangalore,Full-time,Junior,"Flutter,Firebase,Dart",1544818,2497932,2026-04-15,Closed
201,Backend Engineer,Infosys,Delhi,Internship,Mid,"React,Node.js,JS",586686,1601448,2026-03-26,Open
202,Backend Engineer,Microsoft,Hyderabad,Hybrid,Mid,"Docker,Kubernetes,CI/CD",1385921,2554987,2026-01-01,Closed
203,Frontend Developer,Accenture,Chennai,Remote,Junior,"React,Node.js,JS",742511,1245352,2026-05-02,Closed
204,Cloud Engineer,TCS,Chennai,Remote,Senior,"Python,SQL,ML",773737,1304439,2026-01-04,Closed
205,Cybersecurity Analyst,Razorpay,Mumbai,Internship,Senior,"Cybersecurity,Networking,Linux",1278010,1744408,2025-11-19,Closed
206,Full Stack Developer,Amazon,Chennai,Hybrid,Mid,"Flutter,Firebase,Dart",641957,1178484,2025-12-05,Closed
207,DevOps Engineer,TCS,Delhi,Internship,Mid,"Python,SQL,ML",551497,1081718,2026-02-28,Open
208,Backend Engineer,Microsoft,Chennai,Full-time,Senior,"TensorFlow,MLOps,Python",1448407,2165434,2026-02-26,Closed
209,DevOps Engineer,Accenture,Hyderabad,Hybrid,Mid,"Flutter,Firebase,Dart",368323,1015212,2026-04-03,Closed
210,Cybersecurity Analyst,Accenture,Kolkata,Internship,Junior,"Cybersecurity,Networking,Linux",1747762,1999988,2026-01-05,Closed
211,Cybersecurity Analyst,Accenture,Bangalore,Full-time,Mid,"Java,Spring,AWS",1767027,2476404,2026-05-08,Open
212,Cybersecurity Analyst,Amazon,Delhi,Hybrid,Mid,"Java,Spring,AWS",1197639,1609534,2026-05-11,Closed
213,Backend Engineer,IBM,Kolkata,Hybrid,Junior,"Docker,Kubernetes,CI/CD",1781637,2674038,2026-05-01,Closed
214,Full Stack Developer,Infosys,Mumbai,Remote,Senior,"React,Node.js,JS",1294285,1925156,2026-02-21,Open
215,Full Stack Developer,Google,Delhi,Hybrid,Junior,"React,Node.js,JS",1045410,1347929,2026-01-15,Closed
216,Cloud Engineer,Accenture,Bangalore,Full-time,Mid,"React,Node.js,JS",1060819,1535378,2025-12-13,Closed
217,ML Engineer,Flipkart,Chennai,Remote,Senior,"React,Node.js,JS",343135,795096,2026-02-25,Open
218,Frontend Developer,TCS,Bangalore,Hybrid,Mid,"Java,Spring,AWS",624207,1743092,2025-12-17,Open
219,DevOps Engineer,Flipkart,Bangalore,Remote,Mid,"React,Node.js,JS",1617133,2474355,2026-02-23,Open
220,Data Analyst,Flipkart,Kolkata,Internship,Mid,"TensorFlow,MLOps,Python",343191,1193548,2026-04-11,Closed
221,Data Scientist,Amazon,Mumbai,Remote,Mid,"React,Node.js,JS",1088430,2196480,2025-12-16,Open
222,Mobile Developer,Accenture,Delhi,Internship,Mid,"React,Node.js,JS",847243,1423462,2026-03-17,Open
223,ML Engineer,TCS,Pune,Full-time,Senior,"Python,SQL,ML",469077,1298792,2025-12-21,Open
224,Data Scientist,Google,Remote,Remote,Junior,"Flutter,Firebase,Dart",546504,1461586,2025-12-23,Open
